topic,wine_id
Topic 124,93528
Topic 124,60880
Topic 124,144963
Topic 124,21125
Topic 124,34315
Topic 124,31872
Topic 124,32040
Topic 124,108849
Topic 124,48424
Topic 124,148665
Topic 124,115539
Topic 124,130317
Topic 124,67417
Topic 124,65910
Topic 124,21957
Topic 124,24787
Topic 124,31391
Topic 124,89071
Topic 125,84169
Topic 125,146076
Topic 125,104801
Topic 125,14468
Topic 125,117673
Topic 125,117444
Topic 125,138979
Topic 125,97496
Topic 125,5663
Topic 125,106985
Topic 125,50571
Topic 125,107035
Topic 125,23759
Topic 125,117804
Topic 125,54575
Topic 125,23449
Topic 125,31697
Topic 125,61117
Topic 125,62324
Topic 125,109148
Topic 125,73874
Topic 125,115907
Topic 125,89079
Topic 125,106987
Topic 125,91729
Topic 126,116279
Topic 126,46692
Topic 126,46399
Topic 126,149277
Topic 126,77600
Topic 126,148113
Topic 126,51823
Topic 126,47260
Topic 126,53496
Topic 126,77990
Topic 126,69191
Topic 126,32043
Topic 126,34053
Topic 126,10032
Topic 126,93237
Topic 126,93376
Topic 126,3178
Topic 126,77137
Topic 126,18371
Topic 126,80036
Topic 126,59182
Topic 126,44703
Topic 126,80095
Topic 126,61801
Topic 126,98171
Topic 127,11699
Topic 127,73874
Topic 127,46300
Topic 127,82584
Topic 127,141007
Topic 127,68562
Topic 127,32229
Topic 127,52727
Topic 127,18791
Topic 127,84162
Topic 127,85109
Topic 127,25876
Topic 127,62226
Topic 127,35580
Topic 127,47663
Topic 127,144489
Topic 127,35103
Topic 127,41411
Topic 127,65323
Topic 127,116392
Topic 127,87045
Topic 127,120136
Topic 127,116200
Topic 127,141077
Topic 127,90121
Topic 128,58611
Topic 128,4062
Topic 128,93742
Topic 128,55293
Topic 128,64729
Topic 128,15568
Topic 128,113851
Topic 128,139433
Topic 128,13269
Topic 128,5446
Topic 128,20067
Topic 128,108849
Topic 128,10372
Topic 128,12084
Topic 128,39627
Topic 128,55631
Topic 128,116279
Topic 128,39049
Topic 128,39033
Topic 128,79605
Topic 128,27339
Topic 128,9519
Topic 128,143405
Topic 128,17452
Topic 128,143817
Topic 129,61823
Topic 129,17716
Topic 129,103391
Topic 129,16394
Topic 129,58547
Topic 129,97496
Topic 129,46451
Topic 129,61682
Topic 129,37385
Topic 129,52383
Topic 129,69400
Topic 129,23386
Topic 129,5035
Topic 129,8952
Topic 129,145254
Topic 129,9620
Topic 129,128498
Topic 129,67336
Topic 129,27775
Topic 129,23174
Topic 129,46300
Topic 129,108550
Topic 129,84368
Topic 129,96402
Topic 129,18312
Topic 130,39033
Topic 130,61801
Topic 130,47588
Topic 130,33839
Topic 130,79605
Topic 130,20831
Topic 130,127000
Topic 130,93376
Topic 130,105203
Topic 130,104147
Topic 130,146054
Topic 130,36355
Topic 130,23019
Topic 130,58100
Topic 130,72896
Topic 130,83910
Topic 130,132188
Topic 130,21142
Topic 130,48618
Topic 130,60403
Topic 130,9414
Topic 130,116279
Topic 130,47117
Topic 130,43621
Topic 130,70313
Topic 131,133705
Topic 131,113688
Topic 131,80095
Topic 131,44107
Topic 131,67065
Topic 131,141309
Topic 131,138980
Topic 131,111594
Topic 131,4574
Topic 131,55961
Topic 131,132495
Topic 131,2014
Topic 131,4149
Topic 131,21193
Topic 131,35605
Topic 131,68366
Topic 131,41434
Topic 131,88476
Topic 131,133772
Topic 131,62288
Topic 131,5527
Topic 131,40643
Topic 131,89675
Topic 131,116262
Topic 131,45917
Topic 132,40643
Topic 132,101855
Topic 132,25215
Topic 132,28064
Topic 132,6480
Topic 132,77661
Topic 132,27945
Topic 132,143481
Topic 132,66593
Topic 132,77646
Topic 132,68366
Topic 132,28664
Topic 132,4188
Topic 132,105781
Topic 132,68622
Topic 132,71990
Topic 132,55961
Topic 132,28262
Topic 132,45911
Topic 132,42049
Topic 132,97868
Topic 132,15534
Topic 132,103717
Topic 132,149538
Topic 132,37220
Topic 133,16634
Topic 133,80580
Topic 133,84167
Topic 133,15784
Topic 133,61302
Topic 133,60638
Topic 133,46199
Topic 133,88588
Topic 133,20371
Topic 133,74172
Topic 133,80556
Topic 133,40837
Topic 133,21283
Topic 133,84762
Topic 133,44270
Topic 133,1553
Topic 133,3621
Topic 133,56581
Topic 133,38026
Topic 133,55555
Topic 133,44896
Topic 133,42364
Topic 133,102821
Topic 133,85929
Topic 133,84663
Topic 134,140173
Topic 134,72330
Topic 134,55062
Topic 134,53748
Topic 134,120372
Topic 134,9805
Topic 134,60388
Topic 134,54848
Topic 134,49882
Topic 134,70802
Topic 134,6135
Topic 134,89088
Topic 134,108935
Topic 134,125610
Topic 134,48454
Topic 134,32778
Topic 134,45470
Topic 134,145667
Topic 134,88250
Topic 134,96407
Topic 134,82141
Topic 134,68034
Topic 134,55437
Topic 134,68185
Topic 134,101761
Topic 135,87458
Topic 135,100256
Topic 135,30082
Topic 135,35485
Topic 135,42246
Topic 135,111365
Topic 135,17606
Topic 135,77558
Topic 135,6201
Topic 135,22697
Topic 135,9126
Topic 135,9385
Topic 135,45562
Topic 135,40222
Topic 135,59786
Topic 135,42528
Topic 135,7593
Topic 135,83906
Topic 135,17085
Topic 135,18032
Topic 135,46184
Topic 135,112678
Topic 135,33786
Topic 135,100473
Topic 135,21021
Topic 136,105803
Topic 136,94658
Topic 136,50602
Topic 136,60817
Topic 136,12954
Topic 136,63430
Topic 136,138837
Topic 136,14334
Topic 136,43834
Topic 136,117200
Topic 136,12880
Topic 136,7268
Topic 136,24797
Topic 136,13728
Topic 136,47621
Topic 136,58950
Topic 136,88534
Topic 136,28503
Topic 136,12203
Topic 136,47953
Topic 136,22204
Topic 136,60970
Topic 136,52452
Topic 136,52616
Topic 136,12014
Topic 137,116279
Topic 137,45841
Topic 137,21142
Topic 137,145257
Topic 137,33839
Topic 137,148654
Topic 137,20831
Topic 137,54183
Topic 137,66888
Topic 137,109690
Topic 137,11268
Topic 137,46809
Topic 137,83910
Topic 137,92232
Topic 137,26515
Topic 137,25016
Topic 137,51653
Topic 137,60445
Topic 137,69073
Topic 137,72896
Topic 137,1037
Topic 137,140229
Topic 137,96697
Topic 137,133770
Topic 137,41848
Topic 138,145257
Topic 138,62434
Topic 138,80278
Topic 138,149257
Topic 138,65951
Topic 138,42527
Topic 138,58117
Topic 138,71034
Topic 138,24233
Topic 138,127009
Topic 138,79990
Topic 138,96885
Topic 138,69543
Topic 138,45121
Topic 138,143414
Topic 138,111070
Topic 138,130814
Topic 138,23046
Topic 138,105203
Topic 138,65139
Topic 138,93237
Topic 138,47094
Topic 138,12915
Topic 138,57621
Topic 138,96888
Topic 139,103084
Topic 139,9569
Topic 139,81794
Topic 139,55798
Topic 139,9455
Topic 139,87261
Topic 139,54575
Topic 139,64535
Topic 139,42789
Topic 139,53589
Topic 139,42082
Topic 139,26293
Topic 139,32183
Topic 139,54576
Topic 139,37550
Topic 139,63245
Topic 139,126561
Topic 139,22090
Topic 139,105190
Topic 139,28787
Topic 139,64657
Topic 139,65170
Topic 139,47697
Topic 139,51837
Topic 139,18249
Topic 140,34053
Topic 140,17821
Topic 140,32974
Topic 140,23734
Topic 140,54336
Topic 140,38427
Topic 140,46985
Topic 140,13909
Topic 140,59968
Topic 140,64175
Topic 140,69477
Topic 140,89067
Topic 140,94598
Topic 140,126945
Topic 140,91145
Topic 140,87774
Topic 140,82042
Topic 140,66007
Topic 140,52846
Topic 140,87189
Topic 140,77272
Topic 140,67796
Topic 140,72274
Topic 140,104667
Topic 140,113774
Topic 141,9569
Topic 141,55798
Topic 141,42789
Topic 141,42082
Topic 141,26293
Topic 141,26288
Topic 141,53589
Topic 141,126561
Topic 141,27957
Topic 141,54575
Topic 141,37550
Topic 141,9455
Topic 141,81794
Topic 141,10175
Topic 141,87139
Topic 141,52945
Topic 141,12904
Topic 141,84872
Topic 141,96337
Topic 141,80774
Topic 141,100252
Topic 141,55796
Topic 141,108672
Topic 141,109910
Topic 141,87141
Topic 142,19418
Topic 142,36003
Topic 142,9921
Topic 142,147219
Topic 142,56829
Topic 142,125545
Topic 142,23624
Topic 142,18161
Topic 142,53137
Topic 142,65392
Topic 142,111413
Topic 142,103692
Topic 142,21465
Topic 142,142115
Topic 142,69619
Topic 142,66868
Topic 142,64656
Topic 142,896
Topic 142,6623
Topic 142,16336
Topic 142,25204
Topic 142,90776
Topic 142,22534
Topic 142,20859
Topic 142,104765
Topic 143,112102
Topic 143,116393
Topic 143,90777
Topic 143,112716
Topic 143,18518
Topic 143,113466
Topic 143,75525
Topic 143,36770
Topic 143,65305
Topic 143,63298
Topic 143,94658
Topic 143,49282
Topic 143,22139
Topic 143,87848
Topic 143,80580
Topic 143,83583
Topic 143,19822
Topic 143,117253
Topic 143,49582
Topic 143,60571
Topic 143,37346
Topic 143,104192
Topic 143,42882
Topic 143,15431
Topic 143,42528
Topic 144,20465
Topic 144,82384
Topic 144,88461
Topic 144,71024
Topic 144,42948
Topic 144,26455
Topic 144,26249
Topic 144,19421
Topic 144,56883
Topic 144,37731
Topic 144,33835
Topic 144,32882
Topic 144,51990
Topic 144,62685
Topic 144,65768
Topic 144,71992
Topic 144,24842
Topic 144,82761
Topic 144,25012
Topic 144,141113
Topic 144,79085
Topic 144,61001
Topic 144,58644
Topic 144,25960
Topic 144,16378
Topic 145,21487
Topic 145,50014
Topic 145,31535
Topic 145,84063
Topic 145,64861
Topic 145,141779
Topic 145,8454
Topic 145,2126
Topic 145,137564
Topic 145,88355
Topic 145,72896
Topic 145,4462
Topic 145,146146
Topic 145,96888
Topic 145,76674
Topic 145,42882
Topic 145,36271
Topic 145,129906
Topic 145,22076
Topic 145,11453
Topic 145,10678
Topic 145,136690
Topic 145,106468
Topic 145,98132
Topic 145,31948
Topic 146,22204
Topic 146,23007
Topic 146,25131
Topic 146,74605
Topic 146,88279
Topic 146,5598
Topic 146,47257
Topic 146,71954
Topic 146,83978
Topic 146,39821
Topic 146,8390
Topic 146,13804
Topic 146,21748
Topic 146,5939
Topic 146,52874
Topic 146,37578
Topic 146,54831
Topic 146,64120
Topic 146,47737
Topic 146,41965
Topic 146,77554
Topic 146,33349
Topic 146,33412
Topic 146,32746
Topic 146,27809
Topic 147,44761
Topic 147,93371
Topic 147,3910
Topic 147,18062
Topic 147,142596
Topic 147,71024
Topic 147,16378
Topic 147,18057
Topic 147,67012
Topic 147,138148
Topic 147,130309
Topic 147,79085
Topic 147,43279
Topic 147,71992
Topic 147,37545
Topic 147,61001
Topic 147,79367
Topic 147,84582
Topic 147,116445
Topic 147,26249
Topic 147,48990
Topic 147,94597
Topic 147,45209
Topic 147,149216
Topic 147,16523
Topic 148,42766
Topic 148,25054
Topic 148,104369
Topic 148,112351
Topic 148,130787
Topic 148,64520
Topic 148,61286
Topic 148,71882
Topic 148,36946
Topic 148,148476
Topic 148,77907
Topic 148,29799
Topic 148,108545
Topic 148,146388
Topic 148,17186
Topic 148,29498
Topic 148,47893
Topic 148,145550
Topic 148,62603
Topic 148,108345
Topic 148,82440
Topic 148,19194
Topic 148,102565
Topic 148,81078
Topic 148,22315
Topic 149,17951
Topic 149,18420
Topic 149,26411
Topic 149,139132
Topic 149,16523
Topic 149,60141
Topic 149,31535
Topic 149,37477
Topic 149,141113
Topic 149,30315
Topic 149,82761
Topic 149,15833
Topic 149,49852
Topic 149,61001
Topic 149,64202
Topic 149,85943
Topic 149,145739
Topic 149,79085
Topic 149,110496
Topic 149,79367
Topic 149,22418
Topic 149,32131
Topic 149,54378
Topic 149,84534
Topic 149,37731
Topic 150,135130
Topic 150,12992
Topic 150,36354
Topic 150,43805
Topic 150,14166
Topic 150,60242
Topic 150,8949
Topic 150,57779
Topic 150,84874
Topic 150,27977
Topic 150,113540
Topic 150,31535
Topic 150,111708
Topic 150,143108
Topic 150,4228
Topic 150,24996
Topic 150,68559
Topic 150,60462
Topic 150,25827
Topic 150,24670
Topic 150,145502
Topic 150,8133
Topic 150,37014
Topic 150,113500
Topic 150,46646
Topic 151,93985
Topic 151,4683
Topic 151,110050
Topic 151,45956
Topic 151,979
Topic 151,82976
Topic 151,3437
Topic 151,45435
Topic 151,103721
Topic 151,41673
Topic 151,71046
Topic 151,3703
Topic 151,84063
Topic 151,53801
Topic 151,529
Topic 151,40449
Topic 151,75011
Topic 151,39331
Topic 151,38012
Topic 151,47922
Topic 151,137019
Topic 151,72593
Topic 151,15914
Topic 151,115352
Topic 151,47192
Topic 152,100450
Topic 152,124456
Topic 152,1465
Topic 152,25279
Topic 152,111093
Topic 152,53894
Topic 152,35713
Topic 152,64186
Topic 152,29972
Topic 152,84757
Topic 152,144341
Topic 152,114348
Topic 152,47192
Topic 152,22480
Topic 152,45720
Topic 152,21935
Topic 152,55784
Topic 152,25785
Topic 152,94989
Topic 152,53337
Topic 152,80207
Topic 152,102084
Topic 152,125962
Topic 152,130727
Topic 152,92313
Topic 153,9516
Topic 153,19339
Topic 153,40117
Topic 153,107280
Topic 153,51990
Topic 153,58421
Topic 153,28451
Topic 153,45902
Topic 153,64143
Topic 153,78727
Topic 153,22972
Topic 153,135130
Topic 153,113922
Topic 153,48890
Topic 153,9269
Topic 153,60462
Topic 153,26935
Topic 153,34397
Topic 153,44104
Topic 153,10709
Topic 153,10677
Topic 153,37545
Topic 153,84502
Topic 153,36346
Topic 153,11856
Topic 154,19418
Topic 154,41388
Topic 154,18161
Topic 154,33797
Topic 154,61957
Topic 154,48971
Topic 154,99513
Topic 154,145984
Topic 154,112617
Topic 154,16913
Topic 154,89353
Topic 154,47469
Topic 154,113242
Topic 154,92903
Topic 154,53309
Topic 154,138137
Topic 154,24278
Topic 154,45491
Topic 154,258
Topic 154,11320
Topic 154,9540
Topic 154,1975
Topic 154,22997
Topic 154,24048
Topic 154,64714
Topic 155,18161
Topic 155,19418
Topic 155,94906
Topic 155,60944
Topic 155,65332
Topic 155,71069
Topic 155,19981
Topic 155,95496
Topic 155,41388
Topic 155,76423
Topic 155,14475
Topic 155,78582
Topic 155,118154
Topic 155,22299
Topic 155,10024
Topic 155,50755
Topic 155,71114
Topic 155,5423
Topic 155,69566
Topic 155,58692
Topic 155,95755
Topic 155,15782
Topic 155,84150
Topic 155,76836
Topic 155,79120
Topic 156,65332
Topic 156,54963
Topic 156,48892
Topic 156,51494
Topic 156,30628
Topic 156,96401
Topic 156,16378
Topic 156,99827
Topic 156,58382
Topic 156,17085
Topic 156,13965
Topic 156,54645
Topic 156,140768
Topic 156,48554
Topic 156,34089
Topic 156,49254
Topic 156,61536
Topic 156,104287
Topic 156,117560
Topic 156,95496
Topic 156,54565
Topic 156,66167
Topic 156,34710
Topic 156,60944
Topic 156,69566
Topic 157,87241
Topic 157,142843
Topic 157,47928
Topic 157,14293
Topic 157,91473
Topic 157,27612
Topic 157,127335
Topic 157,61366
Topic 157,15705
Topic 157,118701
Topic 157,108678
Topic 157,35185
Topic 157,42793
Topic 157,91728
Topic 157,35260
Topic 157,92917
Topic 157,42887
Topic 157,63833
Topic 157,50476
Topic 157,6989
Topic 157,50558
Topic 157,33786
Topic 157,76998
Topic 157,23793
Topic 157,47241
Topic 158,26182
Topic 158,147936
Topic 158,145793
Topic 158,46172
Topic 158,78095
Topic 158,53730
Topic 158,10882
Topic 158,22224
Topic 158,64070
Topic 158,73298
Topic 158,61313
Topic 158,80229
Topic 158,48759
Topic 158,33888
Topic 158,74716
Topic 158,55447
Topic 158,149545
Topic 158,105489
Topic 158,83901
Topic 158,136731
Topic 158,81388
Topic 158,40319
Topic 158,91661
Topic 158,20597
Topic 158,20696
Topic 159,79171
Topic 159,21490
Topic 159,100969
Topic 159,14271
Topic 159,71944
Topic 159,1839
Topic 159,2213
Topic 159,34935
Topic 159,40458
Topic 159,31766
Topic 159,3571
Topic 159,89557
Topic 159,23776
Topic 159,99651
Topic 159,34689
Topic 159,118451
Topic 159,1260
Topic 159,78033
Topic 159,121891
Topic 159,3857
Topic 159,19028
Topic 159,55014
Topic 159,45864
Topic 159,30649
Topic 159,5143
Topic 160,55444
Topic 160,135130
Topic 160,13195
Topic 160,113358
Topic 160,82706
Topic 160,100681
Topic 160,138824
Topic 160,99864
Topic 160,33774
Topic 160,106448
Topic 160,62189
Topic 160,105715
Topic 160,8999
Topic 160,68486
Topic 160,61892
Topic 160,26445
Topic 160,44020
Topic 160,42177
Topic 160,57779
Topic 160,60815
Topic 160,80889
Topic 160,47856
Topic 160,22216
Topic 160,19767
Topic 160,3650
Topic 161,84757
Topic 161,56279
Topic 161,6125
Topic 161,6768
Topic 161,47192
Topic 161,10289
Topic 161,60960
Topic 161,97537
Topic 161,1698
Topic 161,66003
Topic 161,33690
Topic 161,9742
Topic 161,35123
Topic 161,14418
Topic 161,46032
Topic 161,43259
Topic 161,138334
Topic 161,101250
Topic 161,144346
Topic 161,87241
Topic 161,142682
Topic 161,104778
Topic 161,105521
Topic 161,69631
Topic 161,47105
Topic 162,11254
Topic 162,53768
Topic 162,126991
Topic 162,138190
Topic 162,41047
Topic 162,56833
Topic 162,141926
Topic 162,33899
Topic 162,72879
Topic 162,70409
Topic 162,3839
Topic 162,83905
Topic 162,44487
Topic 162,41669
Topic 162,32529
Topic 162,142999
Topic 162,90730
Topic 162,64259
Topic 162,103736
Topic 162,50264
Topic 162,67852
Topic 162,86279
Topic 162,100245
Topic 162,64859
Topic 162,79116
Topic 163,81661
Topic 163,91473
Topic 163,74309
Topic 163,48221
Topic 163,127335
Topic 163,47928
Topic 163,78517
Topic 163,87241
Topic 163,50873
Topic 163,61790
Topic 163,86523
Topic 163,83638
Topic 163,89839
Topic 163,73732
Topic 163,98032
Topic 163,22313
Topic 163,70231
Topic 163,90543
Topic 163,117833
Topic 163,89397
Topic 163,86630
Topic 163,109838
Topic 163,33045
Topic 163,91078
Topic 163,107181
Topic 164,61280
Topic 164,132048
Topic 164,23628
Topic 164,44544
Topic 164,7469
Topic 164,13773
Topic 164,140249
Topic 164,87249
Topic 164,7879
Topic 164,10504
Topic 164,10150
Topic 164,51174
Topic 164,79273
Topic 164,10764
Topic 164,20798
Topic 164,69424
Topic 164,103062
Topic 164,65573
Topic 164,3609
Topic 164,46104
Topic 164,19013
Topic 164,65184
Topic 164,19832
Topic 164,107743
Topic 164,113167
Topic 165,19064
Topic 165,23947
Topic 165,133166
Topic 165,51546
Topic 165,41445
Topic 165,72965
Topic 165,10756
Topic 165,69824
Topic 165,17239
Topic 165,37806
Topic 165,93506
Topic 165,67248
Topic 165,109900
Topic 165,113929
Topic 165,10222
Topic 165,70179
Topic 165,17348
Topic 165,97415
Topic 165,138962
Topic 165,25595
Topic 165,143083
Topic 165,112486
Topic 165,2898
Topic 165,87801
Topic 165,62630
Topic 166,32606
Topic 166,61135
Topic 166,112376
Topic 166,56824
Topic 166,62620
Topic 166,69344
Topic 166,29978
Topic 166,53281
Topic 166,115921
Topic 166,77974
Topic 166,68876
Topic 166,84757
Topic 166,107746
Topic 166,88573
Topic 166,133468
Topic 166,54739
Topic 166,41275
Topic 166,80775
Topic 166,58028
Topic 166,117794
Topic 166,42126
Topic 166,29085
Topic 166,12302
Topic 166,13
Topic 166,57435
Topic 167,16867
Topic 167,26445
Topic 167,26504
Topic 167,47906
Topic 167,62636
Topic 167,86226
Topic 167,86901
Topic 167,16881
Topic 167,19136
Topic 167,46475
Topic 167,56232
Topic 167,16710
Topic 167,9563
Topic 167,148020
Topic 167,70990
Topic 167,60245
Topic 167,82403
Topic 167,80245
Topic 167,126404
Topic 167,11270
Topic 167,20800
Topic 167,84150
Topic 167,111279
Topic 167,16264
Topic 167,136720
Topic 168,72879
Topic 168,132041
Topic 168,23097
Topic 168,9848
Topic 168,30622
Topic 168,59947
Topic 168,94615
Topic 168,70409
Topic 168,49466
Topic 168,41619
Topic 168,68548
Topic 168,78292
Topic 168,109838
Topic 168,46968
Topic 168,94726
Topic 168,3855
Topic 168,85427
Topic 168,107484
Topic 168,88154
Topic 168,77008
Topic 168,77578
Topic 168,78801
Topic 168,59254
Topic 168,44859
Topic 168,75002
Topic 169,42973
Topic 169,44119
Topic 169,108494
Topic 169,24863
Topic 169,26557
Topic 169,88864
Topic 169,41712
Topic 169,83690
Topic 169,12867
Topic 169,80235
Topic 169,12039
Topic 169,20081
Topic 169,33354
Topic 169,114565
Topic 169,57323
Topic 169,55685
Topic 169,27073
Topic 169,79124
Topic 169,144009
Topic 169,92904
Topic 169,12884
Topic 169,43748
Topic 169,55229
Topic 169,140208
Topic 169,2228
Topic 170,14097
Topic 170,41842
Topic 170,46605
Topic 170,35355
Topic 170,49134
Topic 170,27995
Topic 170,40176
Topic 170,127896
Topic 170,69218
Topic 170,117794
Topic 170,78592
Topic 170,75230
Topic 170,57481
Topic 170,65184
Topic 170,76945
Topic 170,55291
Topic 170,112807
Topic 170,92010
Topic 170,13132
Topic 170,21500
Topic 170,11345
Topic 170,39015
Topic 170,31483
Topic 170,69344
Topic 170,46013
Topic 171,43659
Topic 171,72879
Topic 171,30622
Topic 171,54923
Topic 171,99568
Topic 171,61280
Topic 171,57567
Topic 171,100389
Topic 171,138190
Topic 171,106437
Topic 171,67852
Topic 171,45522
Topic 171,64063
Topic 171,26118
Topic 171,14760
Topic 171,76122
Topic 171,15046
Topic 171,19746
Topic 171,45190
Topic 171,112001
Topic 171,55877
Topic 171,96279
Topic 171,23026
Topic 171,116652
Topic 171,535
Topic 172,26517
Topic 172,69060
Topic 172,16415
Topic 172,21038
Topic 172,36281
Topic 172,61117
Topic 172,125612
Topic 172,95752
Topic 172,141682
Topic 172,72559
Topic 172,22295
Topic 172,56676
Topic 172,80919
Topic 172,47330
Topic 172,88672
Topic 172,12313
Topic 172,96047
Topic 172,75239
Topic 172,95597
Topic 172,39975
Topic 172,138962
Topic 172,40319
Topic 172,133150
Topic 172,15950
Topic 172,59325
Topic 173,10764
Topic 173,9453
Topic 173,36712
Topic 173,10504
Topic 173,97424
Topic 173,69944
Topic 173,90205
Topic 173,27383
Topic 173,87249
Topic 173,41135
Topic 173,82983
Topic 173,63373
Topic 173,20798
Topic 173,63848
Topic 173,68111
Topic 173,127243
Topic 173,51174
Topic 173,29702
Topic 173,54926
Topic 173,134843
Topic 173,47160
Topic 173,85360
Topic 173,68850
Topic 173,76186
Topic 173,58247
Topic 174,113922
Topic 174,90430
Topic 174,66725
Topic 174,20390
Topic 174,13532
Topic 174,60986
Topic 174,4927
Topic 174,111599
Topic 174,7261
Topic 174,86352
Topic 174,11936
Topic 174,23541
Topic 174,73019
Topic 174,78727
Topic 174,22389
Topic 174,86226
Topic 174,11521
Topic 174,14961
Topic 174,97834
Topic 174,102249
Topic 174,56599
Topic 174,62472
Topic 174,56552
Topic 174,138981
Topic 174,17687
Topic 175,17348
Topic 175,78379
Topic 175,16914
Topic 175,119295
Topic 175,61715
Topic 175,5586
Topic 175,69060
Topic 175,101178
Topic 175,37552
Topic 175,107280
Topic 175,61902
Topic 175,141825
Topic 175,62462
Topic 175,106108
Topic 175,55975
Topic 175,79277
Topic 175,144481
Topic 175,59907
Topic 175,58
Topic 175,140726
Topic 175,97097
Topic 175,80861
Topic 175,38586
Topic 175,21354
Topic 175,43063
Topic 176,84362
Topic 176,58028
Topic 176,18761
Topic 176,32908
Topic 176,41476
Topic 176,81205
Topic 176,91497
Topic 176,78464
Topic 176,85947
Topic 176,63085
Topic 176,77974
Topic 176,17341
Topic 176,36281
Topic 176,605
Topic 176,18710
Topic 176,64708
Topic 176,17348
Topic 176,112974
Topic 176,39162
Topic 176,43733
Topic 176,34886
Topic 176,81497
Topic 176,101352
Topic 176,45734
Topic 176,11748
Topic 177,10127
Topic 177,58247
Topic 177,54739
Topic 177,68968
Topic 177,11653
Topic 177,103961
Topic 177,89255
Topic 177,131745
Topic 177,73778
Topic 177,21761
Topic 177,40055
Topic 177,90205
Topic 177,39215
Topic 177,94650
Topic 177,59907
Topic 177,54926
Topic 177,67508
Topic 177,74582
Topic 177,38390
Topic 177,67939
Topic 177,23729
Topic 177,88385
Topic 177,146032
Topic 177,110600
Topic 177,12105
Topic 178,50877
Topic 178,10127
Topic 178,1041
Topic 178,104275
Topic 178,16264
Topic 178,68223
Topic 178,18891
Topic 178,14383
Topic 178,63383
Topic 178,10039
Topic 178,35355
Topic 178,137293
Topic 178,57093
Topic 178,72067
Topic 178,92639
Topic 178,110600
Topic 178,41009
Topic 178,51648
Topic 178,60502
Topic 178,127004
Topic 178,13132
Topic 178,21532
Topic 178,44664
Topic 178,42931
Topic 178,67625
Topic 179,101943
Topic 179,1269
Topic 179,72584
Topic 179,64174
Topic 179,65513
Topic 179,79793
Topic 179,39088
Topic 179,140726
Topic 179,54741
Topic 179,7111
Topic 179,26210
Topic 179,127326
Topic 179,66920
Topic 179,23767
Topic 179,26296
Topic 179,67713
Topic 179,85753
Topic 179,58716
Topic 179,2228
Topic 179,62707
Topic 179,66109
Topic 179,88442
Topic 179,4783
Topic 179,51040
Topic 179,46163
Topic 180,11767
Topic 180,20516
Topic 180,68501
Topic 180,145545
Topic 180,5934
Topic 180,32658
Topic 180,47924
Topic 180,38167
Topic 180,144958
Topic 180,31433
Topic 180,21215
Topic 180,94300
Topic 180,80926
Topic 180,9549
Topic 180,90141
Topic 180,32896
Topic 180,5574
Topic 180,142378
Topic 180,803
Topic 180,9017
Topic 180,5632
Topic 180,80780
Topic 180,13912
Topic 180,111155
Topic 180,50271
Topic 181,139413
Topic 181,16581
Topic 181,10132
Topic 181,9294
Topic 181,1664
Topic 181,142819
Topic 181,58158
Topic 181,75033
Topic 181,13184
Topic 181,29365
Topic 181,13310
Topic 181,36163
Topic 181,115535
Topic 181,109586
Topic 181,107039
Topic 181,44245
Topic 181,33779
Topic 181,79667
Topic 181,76651
Topic 181,111705
Topic 181,61571
Topic 181,15240
Topic 181,36735
Topic 181,15970
Topic 181,32006
Topic 182,69448
Topic 182,35117
Topic 182,50171
Topic 182,5452
Topic 182,52146
Topic 182,145571
Topic 182,136726
Topic 182,72551
Topic 182,88679
Topic 182,86912
Topic 182,23541
Topic 182,17432
Topic 182,64360
Topic 182,11264
Topic 182,11652
Topic 182,3169
Topic 182,89584
Topic 182,57963
Topic 182,4254
Topic 182,706
Topic 182,107669
Topic 182,140427
Topic 182,15769
Topic 182,42305
Topic 182,62464
Topic 183,65681
Topic 183,26343
Topic 183,9710
Topic 183,16599
Topic 183,81748
Topic 183,107598
Topic 183,8248
Topic 183,62932
Topic 183,29516
Topic 183,26804
Topic 183,54997
Topic 183,69198
Topic 183,109381
Topic 183,93204
Topic 183,38158
Topic 183,37324
Topic 183,32433
Topic 183,97773
Topic 183,94238
Topic 183,117764
Topic 183,64556
Topic 183,5539
Topic 183,92829
Topic 183,42961
Topic 183,37905
Topic 184,97099
Topic 184,56833
Topic 184,1604
Topic 184,64904
Topic 184,116094
Topic 184,8323
Topic 184,95434
Topic 184,74180
Topic 184,28605
Topic 184,60370
Topic 184,4998
Topic 184,38783
Topic 184,112002
Topic 184,20202
Topic 184,45720
Topic 184,67587
Topic 184,64139
Topic 184,59706
Topic 184,1861
Topic 184,38727
Topic 184,29813
Topic 184,72568
Topic 184,69783
Topic 184,66725
Topic 184,48470
Topic 185,45342
Topic 185,112376
Topic 185,106306
Topic 185,41622
Topic 185,5703
Topic 185,116000
Topic 185,32908
Topic 185,124330
Topic 185,79026
Topic 185,18987
Topic 185,12188
Topic 185,62620
Topic 185,16314
Topic 185,54543
Topic 185,24863
Topic 185,69060
Topic 185,34511
Topic 185,3331
Topic 185,8556
Topic 185,40131
Topic 185,144653
Topic 185,31546
Topic 185,31993
Topic 185,115535
Topic 185,10007
Topic 186,11767
Topic 186,145545
Topic 186,20516
Topic 186,47549
Topic 186,44497
Topic 186,8784
Topic 186,1288
Topic 186,21215
Topic 186,7368
Topic 186,10721
Topic 186,28245
Topic 186,9211
